origin,saved_converged,rerun_converged,warnflag,task,iterations,function_calls,objective_value,gradient_l2_norm,gradient_max_abs,drift,ma.L1,ma.L2,sigma2,minimum_ma_root_modulus,training_return_volatility,trailing_20_return_volatility,trailing_60_return_volatility,absolute_1_day_return,absolute_5_day_return,absolute_20_day_return,convergence_matches_saved
2021-11-01,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,140,-3.0238927467786714,0.08309840625393643,0.07677735847089508,0.00039658743887551585,-0.09110060597787076,-0.01904770184931709,0.00013836580899174785,5.238722537011549,0.011813338598500958,0.005614319058618359,0.007147383000729723,0.0017186447326684728,0.009808091395894003,0.07069591448435641,True
2021-11-08,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,230,-3.024193075982661,0.08313345201432919,0.07683386198387468,0.0003989574739474194,-0.09101589763910174,-0.018984256048015045,0.00013828274311943812,5.246255264505583,0.01180969251328168,0.004559127178956208,0.007205642557009852,0.0008532559995266809,0.019140046702655233,0.07582036853800833,True
2021-11-15,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,125,-3.0244690183487397,0.08314898233963368,0.07682868492509301,0.0003982392922625822,-0.09098686539094428,-0.01907091785164803,0.00013820637274608382,5.238580550260097,0.011806416281270445,0.00431539227542351,0.007078893439294656,0.00034243555023127925,0.0032038190950709478,0.0442663548685065,True
2021-11-22,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,125,-3.024792050290794,0.0830679460968345,0.07692936860870561,0.0003980351362444843,-0.09100104879039105,-0.019040730117474796,0.0001381171970379066,5.24117614591216,0.011802608898993846,0.004299076385468355,0.006922388279983211,0.002819350989854641,0.0002993696203272833,0.026043688623805572,True
2021-11-30,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,135,-3.0246368241484674,0.0827417037258469,0.07709255940291684,0.00039425274012188413,-0.0914632512006848,-0.018540387647742386,0.00013816038507200666,5.280688188186014,0.011804810363050514,0.008312541664012385,0.00810428582908167,0.019649684234413378,0.026021754590018098,0.009786157362106529,True
2021-12-07,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,135,-3.024497261534487,0.08352057308691865,0.07642475123859382,0.0003975502748505594,-0.09135538602957262,-0.018873768793838102,0.00013819790106429087,5.250607757463812,0.011806396408336714,0.010807838167007254,0.008945838365672773,0.02047377051060284,0.027539154108279895,0.0013870499564818672,True
2021-12-14,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,130,-3.024707215105539,0.0828665448878554,0.07690796430815142,0.0003959994902170376,-0.09135958063495128,-0.01893195574086165,0.00013814061843647852,5.245001461738816,0.011803948465050458,0.011121810053003386,0.008715028996226802,0.006903678392593093,0.010562078817684117,0.008745309679095037,True
2021-12-21,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,125,-3.024650572800916,0.08335110525085818,0.07656318450344514,0.00039599242498924357,-0.09154142589567077,-0.01921944538085878,0.0001381557201284496,5.214709251528955,0.01180487601896809,0.012907416161835123,0.009314265061404677,0.017603181014791858,0.0028594992872941205,0.0061851800121282,True
2021-12-29,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,120,-3.0248061829105013,0.08307223854108153,0.07673564810240265,0.00040000123346272754,-0.09119624755215716,-0.01910336038113924,0.00013811297443190089,5.231756802782959,0.011802646366409564,0.011061269111518774,0.00864729974170933,0.0012784563857488607,0.030665432802054582,0.05050200737994448,True
2022-01-05,True,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3,130,-3.0249337552693656,0.08265020411817,0.07703138873438634,0.0003971969884569092,-0.09120085106160913,-0.01922360985648884,0.00013807819000037028,5.220407486648085,0.011801152496025463,0.009960277634733996,0.008911680334711548,0.019388744777740996,0.019242236906688248,0.003720616364976337,True
