origin,initial_converged,initial_iterations,initial_warnflag,initial_objective_value,initial_optimizer_message,initial_optimizer_status,initial_parameters,retry_attempted,retry_accepted,retry_count,retry_parameter,retry_parameter_offset,retry_converged,retry_iterations,retry_warnflag,retry_objective_value,retry_optimizer_message,retry_optimizer_status,retry_history,converged,iterations,warnflag,objective_value,optimizer_message,optimizer_status,parameters,forecast_is_finite,parameters_are_finite
2024-12-31 23:00:00+00:00,True,29,0,-1.4018001894738215,,,"{'const': -2.0652853656274163e-05, 'ar.L1': 0.25724021246578216, 'ar.L2': 0.3636651676997314, 'ma.L1': 0.6678373987317036, 'ma.L2': 0.468227432757177, 'sigma2': 0.003546914216508839}",False,False,0,,,,,,,,,[],True,29,0,-1.4018001894738215,,,"{'const': -2.0652853656274163e-05, 'ar.L1': 0.25724021246578216, 'ar.L2': 0.3636651676997314, 'ma.L1': 0.6678373987317036, 'ma.L2': 0.468227432757177, 'sigma2': 0.003546914216508839}",True,True
2025-01-07 23:00:00+00:00,True,31,0,-1.4031171209880735,,,"{'const': 5.63815748174184e-06, 'ar.L1': 0.25730932924319894, 'ar.L2': 0.3635878525005727, 'ma.L1': 0.667773992329162, 'ma.L2': 0.46805113823681727, 'sigma2': 0.003537600889294132}",False,False,0,,,,,,,,,[],True,31,0,-1.4031171209880735,,,"{'const': 5.63815748174184e-06, 'ar.L1': 0.25730932924319894, 'ar.L2': 0.3635878525005727, 'ma.L1': 0.667773992329162, 'ma.L2': 0.46805113823681727, 'sigma2': 0.003537600889294132}",True,True
2025-01-14 23:00:00+00:00,True,36,0,-1.4044421069095931,,,"{'const': -2.1950526010466604e-06, 'ar.L1': 0.2572748180464486, 'ar.L2': 0.36368033534774186, 'ma.L1': 0.6678179084027975, 'ma.L2': 0.46781370432372205, 'sigma2': 0.003528242143736397}",False,False,0,,,,,,,,,[],True,36,0,-1.4044421069095931,,,"{'const': -2.1950526010466604e-06, 'ar.L1': 0.2572748180464486, 'ar.L2': 0.36368033534774186, 'ma.L1': 0.6678179084027975, 'ma.L2': 0.46781370432372205, 'sigma2': 0.003528242143736397}",True,True
2025-01-21 23:00:00+00:00,True,43,0,-1.4058625999054337,,,"{'const': 5.9186624938654034e-05, 'ar.L1': 0.2572919417752132, 'ar.L2': 0.3637179997236135, 'ma.L1': 0.6678081347413967, 'ma.L2': 0.46766445025827913, 'sigma2': 0.0035181988988987984}",False,False,0,,,,,,,,,[],True,43,0,-1.4058625999054337,,,"{'const': 5.9186624938654034e-05, 'ar.L1': 0.2572919417752132, 'ar.L2': 0.3637179997236135, 'ma.L1': 0.6678081347413967, 'ma.L2': 0.46766445025827913, 'sigma2': 0.0035181988988987984}",True,True
2025-01-28 23:00:00+00:00,True,36,0,-1.4072317512371564,,,"{'const': 6.831633198968219e-05, 'ar.L1': 0.2574229291518938, 'ar.L2': 0.3636548656721963, 'ma.L1': 0.6676439822666193, 'ma.L2': 0.4674882758355941, 'sigma2': 0.003508668099898904}",False,False,0,,,,,,,,,[],True,36,0,-1.4072317512371564,,,"{'const': 6.831633198968219e-05, 'ar.L1': 0.2574229291518938, 'ar.L2': 0.3636548656721963, 'ma.L1': 0.6676439822666193, 'ma.L2': 0.4674882758355941, 'sigma2': 0.003508668099898904}",True,True
2025-02-04 23:00:00+00:00,True,38,0,-1.4085437546183135,,,"{'const': 0.0001036632931772436, 'ar.L1': 0.2575386094170732, 'ar.L2': 0.3636443804299855, 'ma.L1': 0.6676315435099311, 'ma.L2': 0.46731328134795214, 'sigma2': 0.0034993847478201486}",False,False,0,,,,,,,,,[],True,38,0,-1.4085437546183135,,,"{'const': 0.0001036632931772436, 'ar.L1': 0.2575386094170732, 'ar.L2': 0.3636443804299855, 'ma.L1': 0.6676315435099311, 'ma.L2': 0.46731328134795214, 'sigma2': 0.0034993847478201486}",True,True
2025-02-11 23:00:00+00:00,True,44,0,-1.409834261010243,,,"{'const': 1.4865258715552261e-05, 'ar.L1': 0.2577407113626128, 'ar.L2': 0.3635465198205283, 'ma.L1': 0.6675893369628703, 'ma.L2': 0.46722224574384935, 'sigma2': 0.003490366819976383}",False,False,0,,,,,,,,,[],True,44,0,-1.409834261010243,,,"{'const': 1.4865258715552261e-05, 'ar.L1': 0.2577407113626128, 'ar.L2': 0.3635465198205283, 'ma.L1': 0.6675893369628703, 'ma.L2': 0.46722224574384935, 'sigma2': 0.003490366819976383}",True,True
2025-02-18 23:00:00+00:00,True,45,0,-1.4111359958968368,,,"{'const': 1.3430009308167188e-05, 'ar.L1': 0.257696603057897, 'ar.L2': 0.363794398341352, 'ma.L1': 0.667577845351956, 'ma.L2': 0.46682139424668706, 'sigma2': 0.003481288705394204}",False,False,0,,,,,,,,,[],True,45,0,-1.4111359958968368,,,"{'const': 1.3430009308167188e-05, 'ar.L1': 0.257696603057897, 'ar.L2': 0.363794398341352, 'ma.L1': 0.667577845351956, 'ma.L2': 0.46682139424668706, 'sigma2': 0.003481288705394204}",True,True
2025-02-25 23:00:00+00:00,True,35,0,-1.4123764357206514,,,"{'const': -0.00015744801456450027, 'ar.L1': 0.257894066764006, 'ar.L2': 0.3640870220877332, 'ma.L1': 0.6675057661501669, 'ma.L2': 0.46649064257031053, 'sigma2': 0.0034726558717715636}",False,False,0,,,,,,,,,[],True,35,0,-1.4123764357206514,,,"{'const': -0.00015744801456450027, 'ar.L1': 0.257894066764006, 'ar.L2': 0.3640870220877332, 'ma.L1': 0.6675057661501669, 'ma.L2': 0.46649064257031053, 'sigma2': 0.0034726558717715636}",True,True
2025-03-04 23:00:00+00:00,True,39,0,-1.4137094158048855,,,"{'const': -0.00015907047553484268, 'ar.L1': 0.25804538770889884, 'ar.L2': 0.3639833295196936, 'ma.L1': 0.6673705427989534, 'ma.L2': 0.4664413537720191, 'sigma2': 0.0034634093160991843}",False,False,0,,,,,,,,,[],True,39,0,-1.4137094158048855,,,"{'const': -0.00015907047553484268, 'ar.L1': 0.25804538770889884, 'ar.L2': 0.3639833295196936, 'ma.L1': 0.6673705427989534, 'ma.L2': 0.4664413537720191, 'sigma2': 0.0034634093160991843}",True,True
2025-03-11 23:00:00+00:00,True,37,0,-1.4148501553924764,,,"{'const': -0.00013458365344578226, 'ar.L1': 0.2583178732351554, 'ar.L2': 0.3639314312967852, 'ma.L1': 0.6672825726991347, 'ma.L2': 0.4664010037096541, 'sigma2': 0.003455661818434516}",False,False,0,,,,,,,,,[],True,37,0,-1.4148501553924764,,,"{'const': -0.00013458365344578226, 'ar.L1': 0.2583178732351554, 'ar.L2': 0.3639314312967852, 'ma.L1': 0.6672825726991347, 'ma.L2': 0.4664010037096541, 'sigma2': 0.003455661818434516}",True,True
2025-03-18 23:00:00+00:00,True,38,0,-1.415999423131182,,,"{'const': -6.892501414147985e-05, 'ar.L1': 0.258625946008505, 'ar.L2': 0.3639773822577078, 'ma.L1': 0.6670486374278658, 'ma.L2': 0.46594136496882776, 'sigma2': 0.0034476152020923}",False,False,0,,,,,,,,,[],True,38,0,-1.415999423131182,,,"{'const': -6.892501414147985e-05, 'ar.L1': 0.258625946008505, 'ar.L2': 0.3639773822577078, 'ma.L1': 0.6670486374278658, 'ma.L2': 0.46594136496882776, 'sigma2': 0.0034476152020923}",True,True
2025-03-25 23:00:00+00:00,True,40,0,-1.4171028348918588,,,"{'const': -0.0002479105573246321, 'ar.L1': 0.2590030922418599, 'ar.L2': 0.364161466531779, 'ma.L1': 0.6668453397237711, 'ma.L2': 0.46552755092501696, 'sigma2': 0.0034400098987862724}",False,False,0,,,,,,,,,[],True,40,0,-1.4171028348918588,,,"{'const': -0.0002479105573246321, 'ar.L1': 0.2590030922418599, 'ar.L2': 0.364161466531779, 'ma.L1': 0.6668453397237711, 'ma.L2': 0.46552755092501696, 'sigma2': 0.0034400098987862724}",True,True
2025-04-01 23:00:00+00:00,True,41,0,-1.4178566847351932,,,"{'const': -0.0001409873067520705, 'ar.L1': 0.259601931241292, 'ar.L2': 0.3641392997631747, 'ma.L1': 0.6660081568539871, 'ma.L2': 0.46443938775285376, 'sigma2': 0.003434815814097729}",False,False,0,,,,,,,,,[],True,41,0,-1.4178566847351932,,,"{'const': -0.0001409873067520705, 'ar.L1': 0.259601931241292, 'ar.L2': 0.3641392997631747, 'ma.L1': 0.6660081568539871, 'ma.L2': 0.46443938775285376, 'sigma2': 0.003434815814097729}",True,True
2025-04-08 23:00:00+00:00,True,39,0,-1.4186172532278842,,,"{'const': -0.00019335414336299565, 'ar.L1': 0.25997028814654555, 'ar.L2': 0.3641787012469937, 'ma.L1': 0.6650901788177324, 'ma.L2': 0.46305440766044687, 'sigma2': 0.003429567206429453}",False,False,0,,,,,,,,,[],True,39,0,-1.4186172532278842,,,"{'const': -0.00019335414336299565, 'ar.L1': 0.25997028814654555, 'ar.L2': 0.3641787012469937, 'ma.L1': 0.6650901788177324, 'ma.L2': 0.46305440766044687, 'sigma2': 0.003429567206429453}",True,True
2025-04-15 23:00:00+00:00,True,45,0,-1.4197410972140245,,,"{'const': -4.694100849730858e-05, 'ar.L1': 0.2601272551312416, 'ar.L2': 0.3644378623210353, 'ma.L1': 0.6648763381312776, 'ma.L2': 0.46234465277415393, 'sigma2': 0.003421885657614703}",False,False,0,,,,,,,,,[],True,45,0,-1.4197410972140245,,,"{'const': -4.694100849730858e-05, 'ar.L1': 0.2601272551312416, 'ar.L2': 0.3644378623210353, 'ma.L1': 0.6648763381312776, 'ma.L2': 0.46234465277415393, 'sigma2': 0.003421885657614703}",True,True
2025-04-22 23:00:00+00:00,True,53,0,-1.4208785819996557,,,"{'const': -0.00012206271375431421, 'ar.L1': 0.26024421503942846, 'ar.L2': 0.3646061605511406, 'ma.L1': 0.6648019545928998, 'ma.L2': 0.46193477854490556, 'sigma2': 0.003414109385864906}",False,False,0,,,,,,,,,[],True,53,0,-1.4208785819996557,,,"{'const': -0.00012206271375431421, 'ar.L1': 0.26024421503942846, 'ar.L2': 0.3646061605511406, 'ma.L1': 0.6648019545928998, 'ma.L2': 0.46193477854490556, 'sigma2': 0.003414109385864906}",True,True
2025-04-29 23:00:00+00:00,True,42,0,-1.4220262782606854,,,"{'const': -5.930193370906822e-05, 'ar.L1': 0.2603939255222121, 'ar.L2': 0.3646322321263396, 'ma.L1': 0.6647753126609339, 'ma.L2': 0.46169203141709875, 'sigma2': 0.003406241258140247}",False,False,0,,,,,,,,,[],True,42,0,-1.4220262782606854,,,"{'const': -5.930193370906822e-05, 'ar.L1': 0.2603939255222121, 'ar.L2': 0.3646322321263396, 'ma.L1': 0.6647753126609339, 'ma.L2': 0.46169203141709875, 'sigma2': 0.003406241258140247}",True,True
2025-05-06 23:00:00+00:00,True,39,0,-1.4231998909759518,,,"{'const': -2.9921935535610474e-05, 'ar.L1': 0.2604282023195823, 'ar.L2': 0.3646738172881337, 'ma.L1': 0.6647798873221522, 'ma.L2': 0.4614484346571455, 'sigma2': 0.00339828886685229}",False,False,0,,,,,,,,,[],True,39,0,-1.4231998909759518,,,"{'const': -2.9921935535610474e-05, 'ar.L1': 0.2604282023195823, 'ar.L2': 0.3646738172881337, 'ma.L1': 0.6647798873221522, 'ma.L2': 0.4614484346571455, 'sigma2': 0.00339828886685229}",True,True
2025-05-13 23:00:00+00:00,True,50,0,-1.424203480096546,,,"{'const': 0.00013574463605602584, 'ar.L1': 0.2610590824498531, 'ar.L2': 0.3650587580006142, 'ma.L1': 0.6646449727825844, 'ma.L2': 0.46127065919628407, 'sigma2': 0.0033916363052188593}",False,False,0,,,,,,,,,[],True,50,0,-1.424203480096546,,,"{'const': 0.00013574463605602584, 'ar.L1': 0.2610590824498531, 'ar.L2': 0.3650587580006142, 'ma.L1': 0.6646449727825844, 'ma.L2': 0.46127065919628407, 'sigma2': 0.0033916363052188593}",True,True
2025-05-20 23:00:00+00:00,True,41,0,-1.4253132226191105,,,"{'const': 4.181676330895923e-05, 'ar.L1': 0.2612517106416641, 'ar.L2': 0.3652368545951505, 'ma.L1': 0.6646591384220214, 'ma.L2': 0.4609696385839435, 'sigma2': 0.0033839482386532026}",False,False,0,,,,,,,,,[],True,41,0,-1.4253132226191105,,,"{'const': 4.181676330895923e-05, 'ar.L1': 0.2612517106416641, 'ar.L2': 0.3652368545951505, 'ma.L1': 0.6646591384220214, 'ma.L2': 0.4609696385839435, 'sigma2': 0.0033839482386532026}",True,True
2025-05-27 23:00:00+00:00,True,35,0,-1.4265037338793936,,,"{'const': 0.00011071173589519372, 'ar.L1': 0.26150448118053177, 'ar.L2': 0.36570086243656263, 'ma.L1': 0.6645952500821593, 'ma.L2': 0.46056531422363656, 'sigma2': 0.003375931560313858}",False,False,0,,,,,,,,,[],True,35,0,-1.4265037338793936,,,"{'const': 0.00011071173589519372, 'ar.L1': 0.26150448118053177, 'ar.L2': 0.36570086243656263, 'ma.L1': 0.6645952500821593, 'ma.L2': 0.46056531422363656, 'sigma2': 0.003375931560313858}",True,True
2025-06-03 23:00:00+00:00,True,40,0,-1.4273968770979795,,,"{'const': 0.0004221321555976107, 'ar.L1': 0.26230458539356044, 'ar.L2': 0.36689753680894915, 'ma.L1': 0.6645031792374039, 'ma.L2': 0.4598169779238499, 'sigma2': 0.0033699861575479336}",False,False,0,,,,,,,,,[],True,40,0,-1.4273968770979795,,,"{'const': 0.0004221321555976107, 'ar.L1': 0.26230458539356044, 'ar.L2': 0.36689753680894915, 'ma.L1': 0.6645031792374039, 'ma.L2': 0.4598169779238499, 'sigma2': 0.0033699861575479336}",True,True
2025-06-10 23:00:00+00:00,True,31,0,-1.4285873636613489,,,"{'const': 0.00035714333128331006, 'ar.L1': 0.2626361398798909, 'ar.L2': 0.3669845570837483, 'ma.L1': 0.6643737538427683, 'ma.L2': 0.4596636247299266, 'sigma2': 0.0033618696450337542}",False,False,0,,,,,,,,,[],True,31,0,-1.4285873636613489,,,"{'const': 0.00035714333128331006, 'ar.L1': 0.2626361398798909, 'ar.L2': 0.3669845570837483, 'ma.L1': 0.6643737538427683, 'ma.L2': 0.4596636247299266, 'sigma2': 0.0033618696450337542}",True,True
2025-06-17 23:00:00+00:00,True,36,0,-1.4299070057881755,,,"{'const': 0.00039125911644690987, 'ar.L1': 0.2627025938611409, 'ar.L2': 0.36707052751723157, 'ma.L1': 0.6642866505842517, 'ma.L2': 0.45942150139215754, 'sigma2': 0.003353014604040142}",False,False,0,,,,,,,,,[],True,36,0,-1.4299070057881755,,,"{'const': 0.00039125911644690987, 'ar.L1': 0.2627025938611409, 'ar.L2': 0.36707052751723157, 'ma.L1': 0.6642866505842517, 'ma.L2': 0.45942150139215754, 'sigma2': 0.003353014604040142}",True,True
2025-06-24 23:00:00+00:00,True,40,0,-1.4311398902017727,,,"{'const': 0.00031608998579902463, 'ar.L1': 0.2629792418549519, 'ar.L2': 0.3672675668040236, 'ma.L1': 0.6642427707922167, 'ma.L2': 0.45926519363890844, 'sigma2': 0.0033447450706004496}",False,False,0,,,,,,,,,[],True,40,0,-1.4311398902017727,,,"{'const': 0.00031608998579902463, 'ar.L1': 0.2629792418549519, 'ar.L2': 0.3672675668040236, 'ma.L1': 0.6642427707922167, 'ma.L2': 0.45926519363890844, 'sigma2': 0.0033447450706004496}",True,True
2025-07-01 23:00:00+00:00,True,41,0,-1.4322306157298204,,,"{'const': 0.0005204177584886014, 'ar.L1': 0.26358758266374555, 'ar.L2': 0.3680870598522819, 'ma.L1': 0.6641843502629581, 'ma.L2': 0.45880220918499215, 'sigma2': 0.0033374972390482643}",False,False,0,,,,,,,,,[],True,41,0,-1.4322306157298204,,,"{'const': 0.0005204177584886014, 'ar.L1': 0.26358758266374555, 'ar.L2': 0.3680870598522819, 'ma.L1': 0.6641843502629581, 'ma.L2': 0.45880220918499215, 'sigma2': 0.0033374972390482643}",True,True
2025-07-08 23:00:00+00:00,True,45,0,-1.4335158964403978,,,"{'const': 0.0004602793507890676, 'ar.L1': 0.2637965372786092, 'ar.L2': 0.3682872191881256, 'ma.L1': 0.6641428368522554, 'ma.L2': 0.4586585232236891, 'sigma2': 0.00332891136871014}",False,False,0,,,,,,,,,[],True,45,0,-1.4335158964403978,,,"{'const': 0.0004602793507890676, 'ar.L1': 0.2637965372786092, 'ar.L2': 0.3682872191881256, 'ma.L1': 0.6641428368522554, 'ma.L2': 0.4586585232236891, 'sigma2': 0.00332891136871014}",True,True
2025-07-15 23:00:00+00:00,True,42,0,-1.4347119671252733,,,"{'const': 0.0007202972434239888, 'ar.L1': 0.26419903454619964, 'ar.L2': 0.36880406802801996, 'ma.L1': 0.6640153047903408, 'ma.L2': 0.45829752545459373, 'sigma2': 0.003320992738082001}",False,False,0,,,,,,,,,[],True,42,0,-1.4347119671252733,,,"{'const': 0.0007202972434239888, 'ar.L1': 0.26419903454619964, 'ar.L2': 0.36880406802801996, 'ma.L1': 0.6640153047903408, 'ma.L2': 0.45829752545459373, 'sigma2': 0.003320992738082001}",True,True
2025-07-22 23:00:00+00:00,True,44,0,-1.4359295703589394,,,"{'const': 0.0005433647302268338, 'ar.L1': 0.2643428291770187, 'ar.L2': 0.3689200792623224, 'ma.L1': 0.6640602385715026, 'ma.L2': 0.45821217961563476, 'sigma2': 0.003312911156778975}",False,False,0,,,,,,,,,[],True,44,0,-1.4359295703589394,,,"{'const': 0.0005433647302268338, 'ar.L1': 0.2643428291770187, 'ar.L2': 0.3689200792623224, 'ma.L1': 0.6640602385715026, 'ma.L2': 0.45821217961563476, 'sigma2': 0.003312911156778975}",True,True
2025-07-29 23:00:00+00:00,True,37,0,-1.4371851887184153,,,"{'const': 0.0004044083395107882, 'ar.L1': 0.26454665520267295, 'ar.L2': 0.3690531172162027, 'ma.L1': 0.6639119431864577, 'ma.L2': 0.45781816358249844, 'sigma2': 0.003304560465803301}",False,False,0,,,,,,,,,[],True,37,0,-1.4371851887184153,,,"{'const': 0.0004044083395107882, 'ar.L1': 0.26454665520267295, 'ar.L2': 0.3690531172162027, 'ma.L1': 0.6639119431864577, 'ma.L2': 0.45781816358249844, 'sigma2': 0.003304560465803301}",True,True
2025-08-05 23:00:00+00:00,True,44,0,-1.4331618979371898,,,"{'const': 0.0005341431218228521, 'ar.L1': 0.2638849735113912, 'ar.L2': 0.3710952233182072, 'ma.L1': 0.6591944312401601, 'ma.L2': 0.4485783306890609, 'sigma2': 0.003331456935817034}",False,False,0,,,,,,,,,[],True,44,0,-1.4331618979371898,,,"{'const': 0.0005341431218228521, 'ar.L1': 0.2638849735113912, 'ar.L2': 0.3710952233182072, 'ma.L1': 0.6591944312401601, 'ma.L2': 0.4485783306890609, 'sigma2': 0.003331456935817034}",True,True
2025-08-12 23:00:00+00:00,True,31,0,-1.4292934269539932,,,"{'const': 0.0008640106916681245, 'ar.L1': 0.2629284874968747, 'ar.L2': 0.3745501972735191, 'ma.L1': 0.655237968565521, 'ma.L2': 0.43861201806751393, 'sigma2': 0.0033571532115024938}",False,False,0,,,,,,,,,[],True,31,0,-1.4292934269539932,,,"{'const': 0.0008640106916681245, 'ar.L1': 0.2629284874968747, 'ar.L2': 0.3745501972735191, 'ma.L1': 0.655237968565521, 'ma.L2': 0.43861201806751393, 'sigma2': 0.0033571532115024938}",True,True
2025-08-19 23:00:00+00:00,True,37,0,-1.430517086975635,,,"{'const': 0.0006330885990868309, 'ar.L1': 0.26323089293395374, 'ar.L2': 0.3749884887261651, 'ma.L1': 0.655143485723847, 'ma.L2': 0.43826586459356814, 'sigma2': 0.003348969477627043}",False,False,0,,,,,,,,,[],True,37,0,-1.430517086975635,,,"{'const': 0.0006330885990868309, 'ar.L1': 0.26323089293395374, 'ar.L2': 0.3749884887261651, 'ma.L1': 0.655143485723847, 'ma.L2': 0.43826586459356814, 'sigma2': 0.003348969477627043}",True,True
2025-08-26 23:00:00+00:00,True,34,0,-1.4316068313955752,,,"{'const': 0.0009749555947169893, 'ar.L1': 0.2637932682726371, 'ar.L2': 0.3758501441233755, 'ma.L1': 0.6550610288328429, 'ma.L2': 0.43772939868858035, 'sigma2': 0.0033416303486996546}",False,False,0,,,,,,,,,[],True,34,0,-1.4316068313955752,,,"{'const': 0.0009749555947169893, 'ar.L1': 0.2637932682726371, 'ar.L2': 0.3758501441233755, 'ma.L1': 0.6550610288328429, 'ma.L2': 0.43772939868858035, 'sigma2': 0.0033416303486996546}",True,True
