origin,initial_converged,initial_iterations,initial_warnflag,initial_objective_value,initial_optimizer_message,initial_optimizer_status,initial_parameters,retry_attempted,retry_accepted,retry_count,retry_drift_offset,retry_converged,retry_iterations,retry_warnflag,retry_objective_value,retry_optimizer_message,retry_optimizer_status,retry_history,converged,iterations,warnflag,objective_value,optimizer_message,optimizer_status,parameters,forecast_is_finite,parameters_are_finite
2025-04-22,True,3,0,-3.0229212986485074,,,"{'const': 0.00037692431091723515, 'ma.L1': -0.08486444997995071, 'ma.L2': -0.018675117903457848, 'sigma2': 0.00013862973310384613}",False,False,0,,,,,,,,[],True,3,0,-3.0229212986485074,,,"{'const': 0.00037692431091723515, 'ma.L1': -0.08486444997995071, 'ma.L2': -0.018675117903457848, 'sigma2': 0.00013862973310384613}",True,True
2025-04-29,True,3,0,-3.0228348572608477,,,"{'const': 0.0003829192794016609, 'ma.L1': -0.08402600141002355, 'ma.L2': -0.018454871968799424, 'sigma2': 0.0001386538356943873}",False,False,0,,,,,,,,[],True,3,0,-3.0228348572608477,,,"{'const': 0.0003829192794016609, 'ma.L1': -0.08402600141002355, 'ma.L2': -0.018454871968799424, 'sigma2': 0.0001386538356943873}",True,True
2025-05-06,True,2,0,-3.0229776410903573,,,"{'const': 0.0003837427681438722, 'ma.L1': -0.08394829485323403, 'ma.L2': -0.018551918303430167, 'sigma2': 0.00013861464627731263}",False,False,0,,,,,,,,[],True,2,0,-3.0229776410903573,,,"{'const': 0.0003837427681438722, 'ma.L1': -0.08394829485323403, 'ma.L2': -0.018551918303430167, 'sigma2': 0.00013861464627731263}",True,True
2025-05-13,True,3,0,-3.0227673766912253,,,"{'const': 0.000389425116050758, 'ma.L1': -0.08374056171117872, 'ma.L2': -0.018442571313879063, 'sigma2': 0.00013867239523067507}",False,False,0,,,,,,,,[],True,3,0,-3.0227673766912253,,,"{'const': 0.000389425116050758, 'ma.L1': -0.08374056171117872, 'ma.L2': -0.018442571313879063, 'sigma2': 0.00013867239523067507}",True,True
2025-05-20,True,2,0,-3.023038041142563,,,"{'const': 0.00039051499028781633, 'ma.L1': -0.08366980280655753, 'ma.L2': -0.018335560431313225, 'sigma2': 0.00013859783314243863}",False,False,0,,,,,,,,[],True,2,0,-3.023038041142563,,,"{'const': 0.00039051499028781633, 'ma.L1': -0.08366980280655753, 'ma.L2': -0.018335560431313225, 'sigma2': 0.00013859783314243863}",True,True
2025-05-28,True,2,0,-3.0230010057344607,,,"{'const': 0.00038920095250536915, 'ma.L1': -0.08380607317087845, 'ma.L2': -0.018222500970952564, 'sigma2': 0.00013860793161925896}",False,False,0,,,,,,,,[],True,2,0,-3.0230010057344607,,,"{'const': 0.00038920095250536915, 'ma.L1': -0.08380607317087845, 'ma.L2': -0.018222500970952564, 'sigma2': 0.00013860793161925896}",True,True
2025-06-04,True,2,0,-3.023275564681008,,,"{'const': 0.00039065404927089925, 'ma.L1': -0.08380277360722166, 'ma.L2': -0.018145266466858857, 'sigma2': 0.00013853177535434077}",False,False,0,,,,,,,,[],True,2,0,-3.023275564681008,,,"{'const': 0.00039065404927089925, 'ma.L1': -0.08380277360722166, 'ma.L2': -0.018145266466858857, 'sigma2': 0.00013853177535434077}",True,True
2025-06-11,True,2,0,-3.023514086008708,,,"{'const': 0.00039153856047066964, 'ma.L1': -0.08384130024888432, 'ma.L2': -0.0181278280349776, 'sigma2': 0.00013846574973199672}",False,False,0,,,,,,,,[],True,2,0,-3.023514086008708,,,"{'const': 0.00039153856047066964, 'ma.L1': -0.08384130024888432, 'ma.L2': -0.0181278280349776, 'sigma2': 0.00013846574973199672}",True,True
2025-06-18,True,2,0,-3.0236956593910613,,,"{'const': 0.0003904995586732532, 'ma.L1': -0.08402264732843617, 'ma.L2': -0.01796067589350746, 'sigma2': 0.00013841543916734094}",False,False,0,,,,,,,,[],True,2,0,-3.0236956593910613,,,"{'const': 0.0003904995586732532, 'ma.L1': -0.08402264732843617, 'ma.L2': -0.01796067589350746, 'sigma2': 0.00013841543916734094}",True,True
2025-06-26,True,2,0,-3.0238773429558994,,,"{'const': 0.00039350267961244813, 'ma.L1': -0.08393155977880071, 'ma.L2': -0.017898532142764857, 'sigma2': 0.0001383648808363011}",False,False,0,,,,,,,,[],True,2,0,-3.0238773429558994,,,"{'const': 0.00039350267961244813, 'ma.L1': -0.08393155977880071, 'ma.L2': -0.017898532142764857, 'sigma2': 0.0001383648808363011}",True,True
2025-07-03,True,3,0,-3.0241259879782403,,,"{'const': 0.0003959256225794327, 'ma.L1': -0.08383556534654368, 'ma.L2': -0.017839591845860866, 'sigma2': 0.00013829613541655654}",False,False,0,,,,,,,,[],True,3,0,-3.0241259879782403,,,"{'const': 0.0003959256225794327, 'ma.L1': -0.08383556534654368, 'ma.L2': -0.017839591845860866, 'sigma2': 0.00013829613541655654}",True,True
2025-07-11,True,2,0,-3.024386834697422,,,"{'const': 0.00039539503514478925, 'ma.L1': -0.08387881008236935, 'ma.L2': -0.017929650811994557, 'sigma2': 0.00013822423041352316}",False,False,0,,,,,,,,[],True,2,0,-3.024386834697422,,,"{'const': 0.00039539503514478925, 'ma.L1': -0.08387881008236935, 'ma.L2': -0.017929650811994557, 'sigma2': 0.00013822423041352316}",True,True
2025-07-18,True,2,0,-3.024664438180169,,,"{'const': 0.0003959123045191483, 'ma.L1': -0.0838889556647236, 'ma.L2': -0.017932872726343384, 'sigma2': 0.0001381473972981436}",False,False,0,,,,,,,,[],True,2,0,-3.024664438180169,,,"{'const': 0.0003959123045191483, 'ma.L1': -0.0838889556647236, 'ma.L2': -0.017932872726343384, 'sigma2': 0.0001381473972981436}",True,True
2025-07-25,True,2,0,-3.024932887288161,,,"{'const': 0.0003974951132880615, 'ma.L1': -0.08388216435567834, 'ma.L2': -0.01788309708897988, 'sigma2': 0.00013807315041346104}",False,False,0,,,,,,,,[],True,2,0,-3.024932887288161,,,"{'const': 0.0003974951132880615, 'ma.L1': -0.08388216435567834, 'ma.L2': -0.01788309708897988, 'sigma2': 0.00013807315041346104}",True,True
2025-08-01,True,2,0,-3.0250915773713847,,,"{'const': 0.00039435921768289937, 'ma.L1': -0.08380433268657424, 'ma.L2': -0.017858899062208233, 'sigma2': 0.0001380297677210775}",False,False,0,,,,,,,,[],True,2,0,-3.0250915773713847,,,"{'const': 0.00039435921768289937, 'ma.L1': -0.08380433268657424, 'ma.L2': -0.017858899062208233, 'sigma2': 0.0001380297677210775}",True,True
2025-08-08,True,2,0,-3.025263585781713,,,"{'const': 0.0003970110451758811, 'ma.L1': -0.08410300817821517, 'ma.L2': -0.017682058138171412, 'sigma2': 0.00013798167803838333}",False,False,0,,,,,,,,[],True,2,0,-3.025263585781713,,,"{'const': 0.0003970110451758811, 'ma.L1': -0.08410300817821517, 'ma.L2': -0.017682058138171412, 'sigma2': 0.00013798167803838333}",True,True
2025-08-15,True,2,0,-3.025511952819129,,,"{'const': 0.000398004073604445, 'ma.L1': -0.08409482460370475, 'ma.L2': -0.01762117114616283, 'sigma2': 0.00013791335763137472}",False,False,0,,,,,,,,[],True,2,0,-3.025511952819129,,,"{'const': 0.000398004073604445, 'ma.L1': -0.08409482460370475, 'ma.L2': -0.01762117114616283, 'sigma2': 0.00013791335763137472}",True,True
2025-08-22,True,2,0,-3.0256936558504015,,,"{'const': 0.0003980462683829737, 'ma.L1': -0.08412024624797172, 'ma.L2': -0.017626855584569584, 'sigma2': 0.0001378628159387232}",False,False,0,,,,,,,,[],True,2,0,-3.0256936558504015,,,"{'const': 0.0003980462683829737, 'ma.L1': -0.08412024624797172, 'ma.L2': -0.017626855584569584, 'sigma2': 0.0001378628159387232}",True,True
2025-08-29,True,2,0,-3.0259630434348197,,,"{'const': 0.0003978352229190789, 'ma.L1': -0.08418456926863582, 'ma.L2': -0.017563555769822336, 'sigma2': 0.0001377889477220507}",False,False,0,,,,,,,,[],True,2,0,-3.0259630434348197,,,"{'const': 0.0003978352229190789, 'ma.L1': -0.08418456926863582, 'ma.L2': -0.017563555769822336, 'sigma2': 0.0001377889477220507}",True,True
2025-09-08,True,2,0,-3.0261957920996907,,,"{'const': 0.0003982744248244028, 'ma.L1': -0.08416362084296394, 'ma.L2': -0.017672505840597427, 'sigma2': 0.00013772464015975668}",False,False,0,,,,,,,,[],True,2,0,-3.0261957920996907,,,"{'const': 0.0003982744248244028, 'ma.L1': -0.08416362084296394, 'ma.L2': -0.017672505840597427, 'sigma2': 0.00013772464015975668}",True,True
2025-09-15,True,2,0,-3.0264546907568493,,,"{'const': 0.0004002626701193453, 'ma.L1': -0.08413235550379279, 'ma.L2': -0.017620392507451947, 'sigma2': 0.00013765326619860784}",False,False,0,,,,,,,,[],True,2,0,-3.0264546907568493,,,"{'const': 0.0004002626701193453, 'ma.L1': -0.08413235550379279, 'ma.L2': -0.017620392507451947, 'sigma2': 0.00013765326619860784}",True,True
2025-09-22,True,2,0,-3.0267289837842712,,,"{'const': 0.0004014400953681744, 'ma.L1': -0.08410332527820773, 'ma.L2': -0.017623448998514712, 'sigma2': 0.00013757773878830132}",False,False,0,,,,,,,,[],True,2,0,-3.0267289837842712,,,"{'const': 0.0004014400953681744, 'ma.L1': -0.08410332527820773, 'ma.L2': -0.017623448998514712, 'sigma2': 0.00013757773878830132}",True,True
2025-09-29,True,2,0,-3.026986965964851,,,"{'const': 0.00040062694338395213, 'ma.L1': -0.0841026927293788, 'ma.L2': -0.017670320521266904, 'sigma2': 0.00013750676652930533}",False,False,0,,,,,,,,[],True,2,0,-3.026986965964851,,,"{'const': 0.00040062694338395213, 'ma.L1': -0.0841026927293788, 'ma.L2': -0.017670320521266904, 'sigma2': 0.00013750676652930533}",True,True
2025-10-06,True,2,0,-3.027274978573407,,,"{'const': 0.00040182871000506653, 'ma.L1': -0.0840813134249728, 'ma.L2': -0.017641847121690948, 'sigma2': 0.0001374275569152157}",False,False,0,,,,,,,,[],True,2,0,-3.027274978573407,,,"{'const': 0.00040182871000506653, 'ma.L1': -0.0840813134249728, 'ma.L2': -0.017641847121690948, 'sigma2': 0.0001374275569152157}",True,True
2025-10-13,True,2,0,-3.0271423927764514,,,"{'const': 0.00040000410504371036, 'ma.L1': -0.08435867870532557, 'ma.L2': -0.017763182913915126, 'sigma2': 0.00013746388115947389}",False,False,0,,,,,,,,[],True,2,0,-3.0271423927764514,,,"{'const': 0.00040000410504371036, 'ma.L1': -0.08435867870532557, 'ma.L2': -0.017763182913915126, 'sigma2': 0.00013746388115947389}",True,True
2025-10-20,True,2,0,-3.0273606188925153,,,"{'const': 0.0004012486255860512, 'ma.L1': -0.0843813174677464, 'ma.L2': -0.01773086069720152, 'sigma2': 0.00013740381228933857}",False,False,0,,,,,,,,[],True,2,0,-3.0273606188925153,,,"{'const': 0.0004012486255860512, 'ma.L1': -0.0843813174677464, 'ma.L2': -0.01773086069720152, 'sigma2': 0.00013740381228933857}",True,True
2025-10-27,True,2,0,-3.027546461374566,,,"{'const': 0.00040348734670657557, 'ma.L1': -0.08427572680356793, 'ma.L2': -0.017762579807818223, 'sigma2': 0.00013735271784114653}",False,False,0,,,,,,,,[],True,2,0,-3.027546461374566,,,"{'const': 0.00040348734670657557, 'ma.L1': -0.08427572680356793, 'ma.L2': -0.017762579807818223, 'sigma2': 0.00013735271784114653}",True,True
2025-11-03,True,2,0,-3.027784949374635,,,"{'const': 0.00040295618424736584, 'ma.L1': -0.08426545335851283, 'ma.L2': -0.01778241602231752, 'sigma2': 0.00013728742073884916}",False,False,0,,,,,,,,[],True,2,0,-3.027784949374635,,,"{'const': 0.00040295618424736584, 'ma.L1': -0.08426545335851283, 'ma.L2': -0.01778241602231752, 'sigma2': 0.00013728742073884916}",True,True
2025-11-10,True,2,0,-3.027867530156487,,,"{'const': 0.0004023181857947289, 'ma.L1': -0.08432410891840426, 'ma.L2': -0.017828364588851942, 'sigma2': 0.00013726442231459782}",False,False,0,,,,,,,,[],True,2,0,-3.027867530156487,,,"{'const': 0.0004023181857947289, 'ma.L1': -0.08432410891840426, 'ma.L2': -0.017828364588851942, 'sigma2': 0.00013726442231459782}",True,True
2025-11-17,True,2,0,-3.0279899954762093,,,"{'const': 0.0003993471254280128, 'ma.L1': -0.08425093123498355, 'ma.L2': -0.01772505913213268, 'sigma2': 0.00013723128264953618}",False,False,0,,,,,,,,[],True,2,0,-3.0279899954762093,,,"{'const': 0.0003993471254280128, 'ma.L1': -0.08425093123498355, 'ma.L2': -0.01772505913213268, 'sigma2': 0.00013723128264953618}",True,True
2025-11-24,True,2,0,-3.0280149727372576,,,"{'const': 0.00039954692219867113, 'ma.L1': -0.0842236326440325, 'ma.L2': -0.017789795344277184, 'sigma2': 0.00013722382875624235}",False,False,0,,,,,,,,[],True,2,0,-3.0280149727372576,,,"{'const': 0.00039954692219867113, 'ma.L1': -0.0842236326440325, 'ma.L2': -0.017789795344277184, 'sigma2': 0.00013722382875624235}",True,True
2025-12-02,True,2,0,-3.028220722603681,,,"{'const': 0.0004016661860719419, 'ma.L1': -0.08401362342601654, 'ma.L2': -0.017601291590839563, 'sigma2': 0.0001371676686658754}",False,False,0,,,,,,,,[],True,2,0,-3.028220722603681,,,"{'const': 0.0004016661860719419, 'ma.L1': -0.08401362342601654, 'ma.L2': -0.017601291590839563, 'sigma2': 0.0001371676686658754}",True,True
2025-12-09,True,2,0,-3.028511868787184,,,"{'const': 0.0004017008261653134, 'ma.L1': -0.08400664269494398, 'ma.L2': -0.0176109025158235, 'sigma2': 0.0001370878573098792}",False,False,0,,,,,,,,[],True,2,0,-3.028511868787184,,,"{'const': 0.0004017008261653134, 'ma.L1': -0.08400664269494398, 'ma.L2': -0.0176109025158235, 'sigma2': 0.0001370878573098792}",True,True
2025-12-16,True,2,0,-3.0287340434647736,,,"{'const': 0.00040072592470346766, 'ma.L1': -0.0839890656518629, 'ma.L2': -0.017662605637629003, 'sigma2': 0.00013702697534183412}",False,False,0,,,,,,,,[],True,2,0,-3.0287340434647736,,,"{'const': 0.00040072592470346766, 'ma.L1': -0.0839890656518629, 'ma.L2': -0.017662605637629003, 'sigma2': 0.00013702697534183412}",True,True
2025-12-23,True,2,0,-3.0288931862243875,,,"{'const': 0.00040240452363398804, 'ma.L1': -0.08389451077698994, 'ma.L2': -0.017684738745113882, 'sigma2': 0.0001369830614817283}",False,False,0,,,,,,,,[],True,2,0,-3.0288931862243875,,,"{'const': 0.00040240452363398804, 'ma.L1': -0.08389451077698994, 'ma.L2': -0.017684738745113882, 'sigma2': 0.0001369830614817283}",True,True
2025-12-31,True,2,0,-3.029151950132091,,,"{'const': 0.0004011580063271487, 'ma.L1': -0.08386107278800549, 'ma.L2': -0.01765373770108742, 'sigma2': 0.00013691244517505258}",False,False,0,,,,,,,,[],True,2,0,-3.029151950132091,,,"{'const': 0.0004011580063271487, 'ma.L1': -0.08386107278800549, 'ma.L2': -0.01765373770108742, 'sigma2': 0.00013691244517505258}",True,True
2026-01-08,True,2,0,-3.029416328323271,,,"{'const': 0.0004022206476404729, 'ma.L1': -0.08384661658608572, 'ma.L2': -0.017718488098454735, 'sigma2': 0.00013683986847482345}",False,False,0,,,,,,,,[],True,2,0,-3.029416328323271,,,"{'const': 0.0004022206476404729, 'ma.L1': -0.08384661658608572, 'ma.L2': -0.017718488098454735, 'sigma2': 0.00013683986847482345}",True,True
2026-01-15,True,2,0,-3.029683500602273,,,"{'const': 0.0004024452722410628, 'ma.L1': -0.08384057755845101, 'ma.L2': -0.017760194659052524, 'sigma2': 0.00013676670952092554}",False,False,0,,,,,,,,[],True,2,0,-3.029683500602273,,,"{'const': 0.0004024452722410628, 'ma.L1': -0.08384057755845101, 'ma.L2': -0.017760194659052524, 'sigma2': 0.00013676670952092554}",True,True
2026-01-23,True,2,0,-3.0297390749856272,,,"{'const': 0.0004016743028656454, 'ma.L1': -0.08394737981417669, 'ma.L2': -0.017887070180535616, 'sigma2': 0.00013675147158518855}",False,False,0,,,,,,,,[],True,2,0,-3.0297390749856272,,,"{'const': 0.0004016743028656454, 'ma.L1': -0.08394737981417669, 'ma.L2': -0.017887070180535616, 'sigma2': 0.00013675147158518855}",True,True
2026-01-30,True,2,0,-3.0300149167997037,,,"{'const': 0.00040193300920985227, 'ma.L1': -0.08392379987140756, 'ma.L2': -0.017875221495199888, 'sigma2': 0.0001366761138914248}",False,False,0,,,,,,,,[],True,2,0,-3.0300149167997037,,,"{'const': 0.00040193300920985227, 'ma.L1': -0.08392379987140756, 'ma.L2': -0.017875221495199888, 'sigma2': 0.0001366761138914248}",True,True
2026-02-06,True,2,0,-3.03004570196822,,,"{'const': 0.0004013758426645857, 'ma.L1': -0.08406204639037121, 'ma.L2': -0.017856668581019638, 'sigma2': 0.00013666723761969355}",False,False,0,,,,,,,,[],True,2,0,-3.03004570196822,,,"{'const': 0.0004013758426645857, 'ma.L1': -0.08406204639037121, 'ma.L2': -0.017856668581019638, 'sigma2': 0.00013666723761969355}",True,True
2026-02-13,True,2,0,-3.030215914766505,,,"{'const': 0.00039965965228894146, 'ma.L1': -0.0839665568543912, 'ma.L2': -0.01794489040315593, 'sigma2': 0.00013662107890032474}",False,False,0,,,,,,,,[],True,2,0,-3.030215914766505,,,"{'const': 0.00039965965228894146, 'ma.L1': -0.0839665568543912, 'ma.L2': -0.01794489040315593, 'sigma2': 0.00013662107890032474}",True,True
2026-02-23,True,2,0,-3.0304384559338517,,,"{'const': 0.00039955330464530077, 'ma.L1': -0.08405391366470015, 'ma.L2': -0.017902602372533154, 'sigma2': 0.00013656033280083572}",False,False,0,,,,,,,,[],True,2,0,-3.0304384559338517,,,"{'const': 0.00039955330464530077, 'ma.L1': -0.08405391366470015, 'ma.L2': -0.017902602372533154, 'sigma2': 0.00013656033280083572}",True,True
2026-03-02,True,2,0,-3.030666784333453,,,"{'const': 0.00039998091705094454, 'ma.L1': -0.0840731520858222, 'ma.L2': -0.01800693253167884, 'sigma2': 0.0001364978108143771}",False,False,0,,,,,,,,[],True,2,0,-3.030666784333453,,,"{'const': 0.00039998091705094454, 'ma.L1': -0.0840731520858222, 'ma.L2': -0.01800693253167884, 'sigma2': 0.0001364978108143771}",True,True
2026-03-09,True,2,0,-3.030791410113561,,,"{'const': 0.00039828839963979755, 'ma.L1': -0.08416148739788878, 'ma.L2': -0.01801381837330994, 'sigma2': 0.00013646365841653356}",False,False,0,,,,,,,,[],True,2,0,-3.030791410113561,,,"{'const': 0.00039828839963979755, 'ma.L1': -0.08416148739788878, 'ma.L2': -0.01801381837330994, 'sigma2': 0.00013646365841653356}",True,True
2026-03-16,True,2,0,-3.030919773104842,,,"{'const': 0.00039639059883663294, 'ma.L1': -0.08409285798854749, 'ma.L2': -0.018098865944488493, 'sigma2': 0.00013642859569947146}",False,False,0,,,,,,,,[],True,2,0,-3.030919773104842,,,"{'const': 0.00039639059883663294, 'ma.L1': -0.08409285798854749, 'ma.L2': -0.018098865944488493, 'sigma2': 0.00013642859569947146}",True,True
2026-03-23,True,2,0,-3.030984515704911,,,"{'const': 0.0003940140446209972, 'ma.L1': -0.08411429749277272, 'ma.L2': -0.018065432154764905, 'sigma2': 0.00013641099754753156}",False,False,0,,,,,,,,[],True,2,0,-3.030984515704911,,,"{'const': 0.0003940140446209972, 'ma.L1': -0.08411429749277272, 'ma.L2': -0.018065432154764905, 'sigma2': 0.00013641099754753156}",True,True
2026-03-30,True,2,0,-3.030952170021839,,,"{'const': 0.0003894819603267268, 'ma.L1': -0.08383295701659566, 'ma.L2': -0.017929830537580873, 'sigma2': 0.000136420188751194}",False,False,0,,,,,,,,[],True,2,0,-3.030952170021839,,,"{'const': 0.0003894819603267268, 'ma.L1': -0.08383295701659566, 'ma.L2': -0.017929830537580873, 'sigma2': 0.000136420188751194}",True,True
2026-04-07,True,2,0,-3.030872436866699,,,"{'const': 0.00039426109623186587, 'ma.L1': -0.0837424238014278, 'ma.L2': -0.018379773826053308, 'sigma2': 0.0001364415727178454}",False,False,0,,,,,,,,[],True,2,0,-3.030872436866699,,,"{'const': 0.00039426109623186587, 'ma.L1': -0.0837424238014278, 'ma.L2': -0.018379773826053308, 'sigma2': 0.0001364415727178454}",True,True
2026-04-14,True,2,0,-3.030768182380316,,,"{'const': 0.0004001980636174941, 'ma.L1': -0.08342431625522347, 'ma.L2': -0.01819901634970027, 'sigma2': 0.00013647008617428974}",False,False,0,,,,,,,,[],True,2,0,-3.030768182380316,,,"{'const': 0.0004001980636174941, 'ma.L1': -0.08342431625522347, 'ma.L2': -0.01819901634970027, 'sigma2': 0.00013647008617428974}",True,True
2026-04-21,True,2,0,-3.030945559552145,,,"{'const': 0.00040169143192809336, 'ma.L1': -0.08327019755630538, 'ma.L2': -0.018077332834278592, 'sigma2': 0.00013642221279935635}",False,False,0,,,,,,,,[],True,2,0,-3.030945559552145,,,"{'const': 0.00040169143192809336, 'ma.L1': -0.08327019755630538, 'ma.L2': -0.018077332834278592, 'sigma2': 0.00013642221279935635}",True,True
2026-04-28,True,2,0,-3.031167389959308,,,"{'const': 0.0004027252106129581, 'ma.L1': -0.08336947892846756, 'ma.L2': -0.018034486073969954, 'sigma2': 0.00013636165376944672}",False,False,0,,,,,,,,[],True,2,0,-3.031167389959308,,,"{'const': 0.0004027252106129581, 'ma.L1': -0.08336947892846756, 'ma.L2': -0.018034486073969954, 'sigma2': 0.00013636165376944672}",True,True
2026-05-05,True,2,0,-3.0313939281136593,,,"{'const': 0.00040444724847919897, 'ma.L1': -0.0833793171881099, 'ma.L2': -0.01808563650395894, 'sigma2': 0.00013629963158194093}",False,False,0,,,,,,,,[],True,2,0,-3.0313939281136593,,,"{'const': 0.00040444724847919897, 'ma.L1': -0.0833793171881099, 'ma.L2': -0.01808563650395894, 'sigma2': 0.00013629963158194093}",True,True
2026-05-12,True,2,0,-3.031574184280387,,,"{'const': 0.0004065905835080258, 'ma.L1': -0.08331226165511743, 'ma.L2': -0.018062475805229062, 'sigma2': 0.0001362506978701637}",False,False,0,,,,,,,,[],True,2,0,-3.031574184280387,,,"{'const': 0.0004065905835080258, 'ma.L1': -0.08331226165511743, 'ma.L2': -0.018062475805229062, 'sigma2': 0.0001362506978701637}",True,True
2026-05-19,True,2,0,-3.0317474890141933,,,"{'const': 0.00040565362081569, 'ma.L1': -0.08333316595485156, 'ma.L2': -0.018046201498230316, 'sigma2': 0.0001362035920917526}",False,False,0,,,,,,,,[],True,2,0,-3.0317474890141933,,,"{'const': 0.00040565362081569, 'ma.L1': -0.08333316595485156, 'ma.L2': -0.018046201498230316, 'sigma2': 0.0001362035920917526}",True,True
2026-05-27,True,2,0,-3.0319815723068393,,,"{'const': 0.00040806262321782576, 'ma.L1': -0.08334698856704845, 'ma.L2': -0.01803386552113786, 'sigma2': 0.00013613960873289836}",False,False,0,,,,,,,,[],True,2,0,-3.0319815723068393,,,"{'const': 0.00040806262321782576, 'ma.L1': -0.08334698856704845, 'ma.L2': -0.01803386552113786, 'sigma2': 0.00013613960873289836}",True,True
2026-06-03,True,2,0,-3.0322378965554666,,,"{'const': 0.0004084516198864027, 'ma.L1': -0.083331988533119, 'ma.L2': -0.018006021356501412, 'sigma2': 0.00013606999964471445}",False,False,0,,,,,,,,[],True,2,0,-3.0322378965554666,,,"{'const': 0.0004084516198864027, 'ma.L1': -0.083331988533119, 'ma.L2': -0.018006021356501412, 'sigma2': 0.00013606999964471445}",True,True
2026-06-10,True,2,0,-3.0320983710536002,,,"{'const': 0.00040361036610236364, 'ma.L1': -0.08333905319707731, 'ma.L2': -0.017731362806044277, 'sigma2': 0.0001361082416489785}",False,False,0,,,,,,,,[],True,2,0,-3.0320983710536002,,,"{'const': 0.00040361036610236364, 'ma.L1': -0.08333905319707731, 'ma.L2': -0.017731362806044277, 'sigma2': 0.0001361082416489785}",True,True
2026-06-17,True,2,0,-3.032058595754508,,,"{'const': 0.0004058792057084698, 'ma.L1': -0.08342761312944394, 'ma.L2': -0.017892090467405666, 'sigma2': 0.0001361187976533421}",False,False,0,,,,,,,,[],True,2,0,-3.032058595754508,,,"{'const': 0.0004058792057084698, 'ma.L1': -0.08342761312944394, 'ma.L2': -0.017892090467405666, 'sigma2': 0.0001361187976533421}",True,True
2026-06-25,True,2,0,-3.0322160971247762,,,"{'const': 0.0004048107931062579, 'ma.L1': -0.08347597183245718, 'ma.L2': -0.01801059124979639, 'sigma2': 0.00013607565989404863}",False,False,0,,,,,,,,[],True,2,0,-3.0322160971247762,,,"{'const': 0.0004048107931062579, 'ma.L1': -0.08347597183245718, 'ma.L2': -0.01801059124979639, 'sigma2': 0.00013607565989404863}",True,True
2026-07-02,True,2,0,-3.032352512501149,,,"{'const': 0.00040626313773050395, 'ma.L1': -0.08348273375036623, 'ma.L2': -0.018069252264911025, 'sigma2': 0.00013603849533778154}",False,False,0,,,,,,,,[],True,2,0,-3.032352512501149,,,"{'const': 0.00040626313773050395, 'ma.L1': -0.08348273375036623, 'ma.L2': -0.018069252264911025, 'sigma2': 0.00013603849533778154}",True,True
2026-07-10,True,2,0,-3.0325716244866747,,,"{'const': 0.0004076009343860653, 'ma.L1': -0.08350564009323848, 'ma.L2': -0.018135201731450976, 'sigma2': 0.0001359787163761196}",False,False,0,,,,,,,,[],True,2,0,-3.0325716244866747,,,"{'const': 0.0004076009343860653, 'ma.L1': -0.08350564009323848, 'ma.L2': -0.018135201731450976, 'sigma2': 0.0001359787163761196}",True,True
2026-07-17,True,2,0,-3.0327712165801435,,,"{'const': 0.0004055820018862852, 'ma.L1': -0.08351025882044323, 'ma.L2': -0.018247146733553023, 'sigma2': 0.00013592479545216938}",False,False,0,,,,,,,,[],True,2,0,-3.0327712165801435,,,"{'const': 0.0004055820018862852, 'ma.L1': -0.08351025882044323, 'ma.L2': -0.018247146733553023, 'sigma2': 0.00013592479545216938}",True,True
