origin,forecast_origin,training_data_end,validation_start,validation_end,scaler_fit_end,scaler_mean,scaler_std,context_length,patch_length,patch_stride,prediction_length,window_stride,num_training_windows,num_validation_windows,epochs_trained,best_epoch,early_stopped,best_validation_loss,training_elapsed_seconds,inference_elapsed_seconds,num_parameters,forecast_is_finite,parameters_are_finite,training_warning,training_exception,model_identifier,model_configuration,transformers_version,device
2025-07-22 23:00:00+00:00,2025-07-22 23:00:00+00:00,2025-05-27 23:00:00+00:00,2025-05-28 00:00:00+00:00,2025-07-22 23:00:00+00:00,2025-05-27 23:00:00+00:00,24925.62109375,4724.697265625,336,24,12,168,168,332,8,16,11,True,0.3429419994354248,2.3597853999817744,0.001196300028823316,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-07-29 23:00:00+00:00,2025-07-29 23:00:00+00:00,2025-06-03 23:00:00+00:00,2025-06-04 00:00:00+00:00,2025-07-29 23:00:00+00:00,2025-06-03 23:00:00+00:00,24931.853515625,4722.1572265625,336,24,12,168,168,333,8,9,4,True,0.3398221731185913,1.3432845999486744,0.001226099906489253,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-08-05 23:00:00+00:00,2025-08-05 23:00:00+00:00,2025-06-10 23:00:00+00:00,2025-06-11 00:00:00+00:00,2025-08-05 23:00:00+00:00,2025-06-10 23:00:00+00:00,24936.52734375,4718.17529296875,336,24,12,168,168,334,8,9,4,True,0.3353160321712494,1.4155018000165,0.0012531999964267015,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-08-12 23:00:00+00:00,2025-08-12 23:00:00+00:00,2025-06-17 23:00:00+00:00,2025-06-18 00:00:00+00:00,2025-08-12 23:00:00+00:00,2025-06-17 23:00:00+00:00,24942.232421875,4715.4580078125,336,24,12,168,168,335,8,9,4,True,0.390621542930603,1.3149007000029087,0.001359799993224442,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-08-19 23:00:00+00:00,2025-08-19 23:00:00+00:00,2025-06-24 23:00:00+00:00,2025-06-25 00:00:00+00:00,2025-08-19 23:00:00+00:00,2025-06-24 23:00:00+00:00,24946.42578125,4713.43701171875,336,24,12,168,168,336,8,9,4,True,0.3688220977783203,1.3215212000068277,0.0010781999444589019,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-08-26 23:00:00+00:00,2025-08-26 23:00:00+00:00,2025-07-01 23:00:00+00:00,2025-07-02 00:00:00+00:00,2025-08-26 23:00:00+00:00,2025-07-01 23:00:00+00:00,24955.62890625,4713.1416015625,336,24,12,168,168,337,8,12,7,True,0.3955672085285187,1.8138447999954224,0.0012528999941423535,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-09-02 23:00:00+00:00,2025-09-02 23:00:00+00:00,2025-07-08 23:00:00+00:00,2025-07-09 00:00:00+00:00,2025-09-02 23:00:00+00:00,2025-07-08 23:00:00+00:00,24963.314453125,4711.869140625,336,24,12,168,168,338,8,8,3,True,0.3818366229534149,1.2869045999832451,0.0010386999929323792,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-09-09 23:00:00+00:00,2025-09-09 23:00:00+00:00,2025-07-15 23:00:00+00:00,2025-07-16 00:00:00+00:00,2025-09-09 23:00:00+00:00,2025-07-15 23:00:00+00:00,24978.42578125,4718.03857421875,336,24,12,168,168,339,8,13,8,True,0.40173280239105225,2.02450850000605,0.0010610000463202596,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-09-16 23:00:00+00:00,2025-09-16 23:00:00+00:00,2025-07-22 23:00:00+00:00,2025-07-23 00:00:00+00:00,2025-09-16 23:00:00+00:00,2025-07-22 23:00:00+00:00,24988.4296875,4717.7197265625,336,24,12,168,168,340,8,8,3,True,0.4435315728187561,1.1921064000343904,0.0011038000229746103,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-09-23 23:00:00+00:00,2025-09-23 23:00:00+00:00,2025-07-29 23:00:00+00:00,2025-07-30 00:00:00+00:00,2025-09-23 23:00:00+00:00,2025-07-29 23:00:00+00:00,24995.05078125,4715.25146484375,336,24,12,168,168,341,8,30,29,False,0.3628043830394745,4.461376799969003,0.0013450999977067113,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-09-30 23:00:00+00:00,2025-09-30 23:00:00+00:00,2025-08-05 23:00:00+00:00,2025-08-06 00:00:00+00:00,2025-09-30 23:00:00+00:00,2025-08-05 23:00:00+00:00,25005.876953125,4717.0947265625,336,24,12,168,168,342,8,25,20,True,0.3936871886253357,3.7093167999992147,0.0010377999860793352,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-10-07 23:00:00+00:00,2025-10-07 23:00:00+00:00,2025-08-12 23:00:00+00:00,2025-08-13 00:00:00+00:00,2025-10-07 23:00:00+00:00,2025-08-12 23:00:00+00:00,25025.53125,4730.828125,336,24,12,168,168,343,8,10,5,True,0.45025894045829773,1.5120697000529617,0.0013164000120013952,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-10-14 23:00:00+00:00,2025-10-14 23:00:00+00:00,2025-08-19 23:00:00+00:00,2025-08-20 00:00:00+00:00,2025-10-14 23:00:00+00:00,2025-08-19 23:00:00+00:00,25038.1171875,4734.25048828125,336,24,12,168,168,344,8,9,4,True,0.4884571433067322,1.303369100089185,0.0016556000337004662,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-10-21 23:00:00+00:00,2025-10-21 23:00:00+00:00,2025-08-26 23:00:00+00:00,2025-08-27 00:00:00+00:00,2025-10-21 23:00:00+00:00,2025-08-26 23:00:00+00:00,25061.416015625,4754.150390625,336,24,12,168,168,345,8,11,6,True,0.4365619122982025,1.659156399895437,0.0012378999963402748,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-10-28 23:00:00+00:00,2025-10-28 23:00:00+00:00,2025-09-02 23:00:00+00:00,2025-09-03 00:00:00+00:00,2025-10-28 23:00:00+00:00,2025-09-02 23:00:00+00:00,25081.0703125,4767.5361328125,336,24,12,168,168,346,8,9,4,True,0.3691880404949188,1.342619700008072,0.0011738999746739864,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-11-04 23:00:00+00:00,2025-11-04 23:00:00+00:00,2025-09-09 23:00:00+00:00,2025-09-10 00:00:00+00:00,2025-11-04 23:00:00+00:00,2025-09-09 23:00:00+00:00,25099.400390625,4779.9638671875,336,24,12,168,168,347,8,7,2,True,0.3015778958797455,1.0475154999876395,0.001280799973756075,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-11-11 23:00:00+00:00,2025-11-11 23:00:00+00:00,2025-09-16 23:00:00+00:00,2025-09-17 00:00:00+00:00,2025-11-11 23:00:00+00:00,2025-09-16 23:00:00+00:00,25108.734375,4780.1328125,336,24,12,168,168,348,8,14,9,True,0.3417291045188904,2.088683999958448,0.0015854000812396407,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-11-18 23:00:00+00:00,2025-11-18 23:00:00+00:00,2025-09-23 23:00:00+00:00,2025-09-24 00:00:00+00:00,2025-11-18 23:00:00+00:00,2025-09-23 23:00:00+00:00,25123.23828125,4787.0341796875,336,24,12,168,168,349,8,7,2,True,0.2243620604276657,1.028989200014621,0.0010359999723732471,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-11-25 23:00:00+00:00,2025-11-25 23:00:00+00:00,2025-09-30 23:00:00+00:00,2025-10-01 00:00:00+00:00,2025-11-25 23:00:00+00:00,2025-09-30 23:00:00+00:00,25132.34375,4787.86083984375,336,24,12,168,168,350,8,7,2,True,0.268991082906723,1.093614700017497,0.0011752999853342772,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-12-02 23:00:00+00:00,2025-12-02 23:00:00+00:00,2025-10-07 23:00:00+00:00,2025-10-08 00:00:00+00:00,2025-12-02 23:00:00+00:00,2025-10-07 23:00:00+00:00,25134.66015625,4784.0576171875,336,24,12,168,168,351,8,30,29,False,0.1903965324163437,4.453907300019637,0.0011029000161215663,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-12-09 23:00:00+00:00,2025-12-09 23:00:00+00:00,2025-10-14 23:00:00+00:00,2025-10-15 00:00:00+00:00,2025-12-09 23:00:00+00:00,2025-10-14 23:00:00+00:00,25134.5078125,4779.4580078125,336,24,12,168,168,352,8,13,8,True,0.23239699006080627,1.937497099977918,0.0010340999579057097,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-12-16 23:00:00+00:00,2025-12-16 23:00:00+00:00,2025-10-21 23:00:00+00:00,2025-10-22 00:00:00+00:00,2025-12-16 23:00:00+00:00,2025-10-21 23:00:00+00:00,25131.625,4774.53759765625,336,24,12,168,168,353,8,20,15,True,0.22195859253406525,3.210933299968019,0.0013928000116720796,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-12-23 23:00:00+00:00,2025-12-23 23:00:00+00:00,2025-10-28 23:00:00+00:00,2025-10-29 00:00:00+00:00,2025-12-23 23:00:00+00:00,2025-10-28 23:00:00+00:00,25129.71875,4769.89794921875,336,24,12,168,168,354,8,7,2,True,0.2286931723356247,1.1018043999793008,0.0010226999875158072,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2025-12-30 23:00:00+00:00,2025-12-30 23:00:00+00:00,2025-11-04 23:00:00+00:00,2025-11-05 00:00:00+00:00,2025-12-30 23:00:00+00:00,2025-11-04 23:00:00+00:00,25127.90625,4765.7880859375,336,24,12,168,168,355,8,11,6,True,0.28323835134506226,1.7544005999807268,0.0009901999728754163,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2026-01-06 23:00:00+00:00,2026-01-06 23:00:00+00:00,2025-11-11 23:00:00+00:00,2025-11-12 00:00:00+00:00,2026-01-06 23:00:00+00:00,2025-11-11 23:00:00+00:00,25126.5234375,4761.46484375,336,24,12,168,168,356,8,6,1,True,0.2690350413322449,0.9239643999608234,0.000983899924904108,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2026-01-13 23:00:00+00:00,2026-01-13 23:00:00+00:00,2025-11-18 23:00:00+00:00,2025-11-19 00:00:00+00:00,2026-01-13 23:00:00+00:00,2025-11-18 23:00:00+00:00,25123.55859375,4756.96484375,336,24,12,168,168,357,8,6,1,True,0.2803592085838318,0.9582180000143126,0.0012492999667301774,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2026-01-20 23:00:00+00:00,2026-01-20 23:00:00+00:00,2025-11-25 23:00:00+00:00,2025-11-26 00:00:00+00:00,2026-01-20 23:00:00+00:00,2025-11-25 23:00:00+00:00,25119.845703125,4752.45263671875,336,24,12,168,168,358,8,6,1,True,0.2581426203250885,0.9494449000339955,0.0010357999708503485,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2026-01-27 23:00:00+00:00,2026-01-27 23:00:00+00:00,2025-12-02 23:00:00+00:00,2025-12-03 00:00:00+00:00,2026-01-27 23:00:00+00:00,2025-12-02 23:00:00+00:00,25117.10546875,4747.86328125,336,24,12,168,168,359,8,6,1,True,0.2538584768772125,0.967010400025174,0.0012067999923601747,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2026-02-03 23:00:00+00:00,2026-02-03 23:00:00+00:00,2025-12-09 23:00:00+00:00,2025-12-10 00:00:00+00:00,2026-02-03 23:00:00+00:00,2025-12-09 23:00:00+00:00,25118.017578125,4743.13720703125,336,24,12,168,168,360,8,6,1,True,0.24970011413097382,0.9401848000707105,0.001376899890601635,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2026-02-10 23:00:00+00:00,2026-02-10 23:00:00+00:00,2025-12-16 23:00:00+00:00,2025-12-17 00:00:00+00:00,2026-02-10 23:00:00+00:00,2025-12-16 23:00:00+00:00,25120.423828125,4739.20654296875,336,24,12,168,168,361,8,6,1,True,0.23306378722190857,0.9553324000444263,0.0010725000174716115,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2026-02-17 23:00:00+00:00,2026-02-17 23:00:00+00:00,2025-12-23 23:00:00+00:00,2025-12-24 00:00:00+00:00,2026-02-17 23:00:00+00:00,2025-12-23 23:00:00+00:00,25119.84375,4734.701171875,336,24,12,168,168,362,8,6,1,True,0.25667309761047363,0.9715191000141203,0.0012051999801769853,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2026-02-24 23:00:00+00:00,2026-02-24 23:00:00+00:00,2025-12-30 23:00:00+00:00,2025-12-31 00:00:00+00:00,2026-02-24 23:00:00+00:00,2025-12-30 23:00:00+00:00,25114.8515625,4730.48779296875,336,24,12,168,168,363,8,8,3,True,0.23794642090797424,1.2540358999976888,0.0010053999722003937,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2026-03-03 23:00:00+00:00,2026-03-03 23:00:00+00:00,2026-01-06 23:00:00+00:00,2026-01-07 00:00:00+00:00,2026-03-03 23:00:00+00:00,2026-01-06 23:00:00+00:00,25110.861328125,4726.1611328125,336,24,12,168,168,364,8,30,27,False,0.20620736479759216,4.9056730000302196,0.0010207999730482697,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2026-03-10 23:00:00+00:00,2026-03-10 23:00:00+00:00,2026-01-13 23:00:00+00:00,2026-01-14 00:00:00+00:00,2026-03-10 23:00:00+00:00,2026-01-13 23:00:00+00:00,25110.041015625,4721.03515625,336,24,12,168,168,365,8,23,18,True,0.20420026779174805,3.74941129994113,0.0010436000302433968,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2026-03-17 23:00:00+00:00,2026-03-17 23:00:00+00:00,2026-01-20 23:00:00+00:00,2026-01-21 00:00:00+00:00,2026-03-17 23:00:00+00:00,2026-01-20 23:00:00+00:00,25108.0625,4716.5556640625,336,24,12,168,168,366,8,7,2,True,0.22864246368408203,1.0990696999942884,0.001694600097835064,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
2026-03-24 23:00:00+00:00,2026-03-24 23:00:00+00:00,2026-01-27 23:00:00+00:00,2026-01-28 00:00:00+00:00,2026-03-24 23:00:00+00:00,2026-01-27 23:00:00+00:00,25106.9609375,4711.73388671875,336,24,12,168,168,367,8,27,22,True,0.2838750183582306,4.321092500002123,0.001035100081935525,24296,True,True,,,PatchTST-HF-supervised-v1,"{""batch_size"":32,""context_length"":336,""d_model"":32,""dropout"":0.1,""ffn_dim"":64,""learning_rate"":0.001,""max_epochs"":30,""min_delta"":0.0001,""num_attention_heads"":4,""num_hidden_layers"":2,""patch_length"":24,""patch_stride"":12,""patience"":5,""prediction_length"":168,""seed"":2026,""validation_points"":1344,""weight_decay"":0.0001,""window_stride"":168}",5.15.0,cpu
